"","Champ","Team","GoldEarned","Kills","Deaths","Assists","Win","totalDamageDealtToChampions","damageDealtToTurrets","visionScore","totalDamageTaken","turretKills","inhibitorKills","totalMinionsKilled","champLevel","wardsPlaced","firstBloodKill","firstBloodAssist","WRgeneral","WRchamp","Duration_secs","Position","Role"
"186","Sylas",200,14081,12,9,6,"False",29591,374,16,37676,1,0,180,16,8,"True","False",0.6333,0.6667,1777,"MIDDLE","SOLO"
"187","Lulu",200,6300,1,6,5,"False",4167,967,44,14387,0,0,49,11,19,"False","False",0.6333,0.4,1487,"BOTTOM","DUO_SUPPORT"
"188","Ezreal",100,9264,4,8,4,"False",18838,1639,14,17514,0,0,169,12,9,"False","False",0.5667,0.7143,1510,"BOTTOM","DUO_CARRY"
"189","Renekton",200,12781,1,6,12,"True",24458,4151,28,41274,3,1,224,17,11,"False","False",0.5333,1,2038,"MIDDLE","SOLO"
"190","Malphite",200,12796,5,3,6,"True",17924,5906,33,18832,0,0,222,17,9,"False","False",0.5,1,1845,"TOP","SOLO"
"191","Trundle",200,12411,10,2,12,"True",13754,3301,41,31580,2,1,38,15,11,"False","False",0.5333,0.6667,1687,"JUNGLE","NONE"
"192","XinZhao",200,8092,4,8,5,"False",12202,0,22,25297,0,0,26,11,8,"False","False",0.5,0.3333,1321,"JUNGLE","NONE"
"193","Karma",200,10725,5,7,23,"True",9207,2820,75,14627,0,0,10,14,36,"False","False",0.6,0.5,1955,"BOTTOM","DUO_SUPPORT"
"194","Sylas",100,17918,11,8,7,"False",46361,1020,31,66214,1,0,83,18,2,"False","False",0.5,0,2339,"JUNGLE","NONE"
"195","Evelynn",200,11301,8,5,11,"True",16809,162,22,24318,1,0,17,16,8,"False","False",0.5333,1,1559,"JUNGLE","NONE"
"196","Braum",200,5170,1,6,9,"False",5291,0,33,9157,0,0,23,9,21,"False","False",0.6,0,1148,"NONE","DUO_SUPPORT"
"197","Jax",200,3200,0,3,0,"False",6026,0,2,8297,0,0,51,8,1,"False","False",0.4333,0.3333,912,"NONE","DUO_SUPPORT"
"198","Kayn",200,13928,8,10,5,"False",19064,1126,26,38973,0,0,82,16,4,"False","False",0.6333,0.7,2046,"JUNGLE","NONE"
"199","Nidalee",100,12036,11,4,14,"True",21566,3970,17,24779,0,0,33,14,4,"False","False",0.5667,0.5833,1457,"JUNGLE","NONE"
"200","Sett",200,8401,2,4,10,"True",9102,1717,44,21953,0,0,40,14,16,"False","False",0.5,0,1803,"BOTTOM","DUO_SUPPORT"
"201","Gangplank",100,8369,1,4,2,"False",8373,3521,11,12692,1,0,187,13,6,"False","False",0.4333,0.4706,1213,"TOP","SOLO"
"202","MissFortune",200,10818,7,1,4,"True",12996,8177,10,5775,1,0,191,12,7,"False","False",0.5667,0.6667,1197,"NONE","DUO_SUPPORT"
"203","Kalista",200,7050,5,12,3,"False",12054,2642,13,15452,1,0,95,9,10,"False","False",0.5667,0.7,1125,"NONE","DUO_SUPPORT"
"204","Janna",200,6571,3,3,7,"True",4625,3075,41,6585,1,0,11,11,16,"False","False",0.5,0.5,1309,"BOTTOM","DUO_SUPPORT"
"205","Ekko",100,10772,4,7,7,"False",14894,3689,20,35307,0,0,183,15,7,"False","False",0.4,0.3333,1879,"MIDDLE","SOLO"
"206","MonkeyKing",200,16653,8,5,9,"False",26577,3921,46,40797,1,0,235,18,15,"False","False",0.5,0.5556,2361,"TOP","SOLO"
"207","Aphelios",100,4225,1,3,0,"False",2941,1544,3,3504,0,0,64,6,2,"False","False",0.4667,0.2,722,"NONE","DUO_SUPPORT"
"208","Ziggs",100,11360,7,3,13,"True",23228,25639,18,12858,6,1,167,14,9,"False","False",0.4333,0.5,1498,"TOP","DUO"
"209","Zilean",100,6231,0,4,4,"False",7927,0,15,14755,0,0,108,12,15,"False","False",0.5667,1,1592,"MIDDLE","SOLO"
"210","Thresh",200,5957,1,2,3,"False",2943,572,62,14421,1,0,30,12,32,"False","False",0.4333,0.3333,1658,"BOTTOM","DUO_SUPPORT"
"211","Orianna",200,13076,7,4,7,"True",21305,13093,23,12969,5,0,200,16,10,"False","False",0.6333,0.6667,1556,"MIDDLE","SOLO"
"212","Karma",200,8028,1,2,20,"True",12613,2055,74,12107,0,0,14,13,39,"False","False",0.6333,1,1688,"BOTTOM","DUO_SUPPORT"
"213","Soraka",200,5474,2,5,2,"False",5010,737,7,9200,0,0,98,9,5,"False","False",0.6667,0.6,1033,"NONE","DUO_SUPPORT"
"214","RekSai",100,9821,4,5,9,"False",14016,2763,31,24827,1,0,33,14,6,"False","False",0.4333,0.3846,1643,"JUNGLE","NONE"
"215","Caitlyn",200,14484,8,2,13,"True",27565,6519,28,8746,6,2,208,15,14,"True","False",0.4,0.75,1643,"BOTTOM","DUO_CARRY"
"216","Ornn",100,11274,3,0,10,"True",7442,2356,28,21284,0,0,178,16,13,"False","False",0.5333,1,1872,"TOP","SOLO"
"217","Bard",200,7303,1,7,11,"False",10556,61,75,17149,0,0,30,13,34,"False","False",0.6,0.5714,1763,"BOTTOM","DUO_SUPPORT"
"218","Varus",200,11681,2,6,3,"False",17072,3889,52,14792,1,0,217,14,10,"False","False",0.5333,0.4,1778,"BOTTOM","DUO_CARRY"
"219","Ornn",100,5105,3,6,0,"False",7507,0,6,10836,0,0,75,9,3,"False","False",0.4,0,938,"NONE","DUO_SUPPORT"
"220","Tryndamere",200,8800,5,3,4,"True",7388,3340,12,19505,0,0,143,13,7,"False","False",0.5,0.5,1199,"NONE","DUO_SUPPORT"
"221","Kaisa",200,14652,9,8,12,"True",20077,9517,35,21358,4,0,206,15,18,"True","False",0.4667,0.5455,1723,"BOTTOM","DUO_CARRY"
"222","Kayn",100,9781,5,1,5,"True",11045,4063,20,11554,3,0,160,14,6,"False","False",0.6333,0.7333,1500,"MIDDLE","SOLO"
"223","Sion",200,10411,5,9,2,"False",13600,1095,16,32513,0,0,189,13,9,"False","False",0.4667,0.3333,1474,"TOP","SOLO"
"224","Fiora",100,12947,4,4,5,"True",14053,9388,19,25371,2,0,224,16,10,"False","False",0.5333,1,1688,"MIDDLE","SOLO"
"225","Kalista",100,10271,3,6,4,"False",10136,731,10,12275,0,0,198,13,6,"True","False",0.5667,0,1476,"BOTTOM","DUO_CARRY"
"226","Ekko",200,10448,13,1,4,"True",14413,2788,26,19071,1,0,23,13,7,"False","False",0.6,0.6667,1257,"JUNGLE","NONE"
"227","Aphelios",200,22647,12,3,6,"False",48594,10634,34,18587,4,0,385,18,5,"True","False",0.5333,0.5,2183,"BOTTOM","DUO_CARRY"
"228","Ezreal",200,7532,1,5,3,"True",4510,296,11,10761,0,0,163,12,6,"False","False",0.4333,1,1480,"BOTTOM","DUO_CARRY"
"229","Janna",200,6406,0,5,9,"False",4317,840,44,11888,1,0,17,11,17,"False","False",0.6,0.68,1635,"BOTTOM","DUO_SUPPORT"
"230","Taric",200,5516,0,7,5,"False",3469,58,40,17118,0,0,32,10,19,"False","False",0.3333,0,1482,"BOTTOM","DUO_SUPPORT"
"231","Ezreal",200,14505,15,6,3,"False",34603,1538,15,22661,0,0,219,16,6,"False","False",0.5667,0,1862,"BOTTOM","DUO_CARRY"
"232","Shyvana",100,4784,1,5,1,"False",3010,0,17,16075,0,0,10,9,7,"False","False",0.5667,0,1110,"NONE","DUO_SUPPORT"
"233","Orianna",100,15506,16,3,11,"True",33448,6040,10,16729,2,1,198,16,6,"False","False",0.4667,0.6,1672,"MIDDLE","SOLO"
"234","Kayn",100,10990,8,4,9,"True",18597,403,23,32005,1,0,23,15,5,"False","False",0.6,1,1672,"JUNGLE","NONE"
"235","Syndra",100,9102,3,4,2,"False",11243,201,18,14435,0,0,195,14,11,"False","False",0.5667,0.5,1744,"MIDDLE","SOLO"
"236","Leblanc",100,11151,4,12,6,"True",14096,1794,35,28865,0,0,139,15,17,"False","False",0.5667,0.6667,2314,"MIDDLE","SOLO"
"237","LeeSin",100,11349,7,5,12,"True",17359,3770,31,29749,1,0,10,15,15,"True","False",0.6,0.4286,1746,"JUNGLE","NONE"
"238","Riven",200,16441,10,4,7,"True",28617,5024,27,29410,1,0,262,18,6,"False","False",0.6667,0.6667,2034,"TOP","SOLO"
"239","Ezreal",100,8561,2,3,3,"True",9716,4413,13,6410,3,1,152,12,7,"True","False",0.5,1,1389,"BOTTOM","DUO_CARRY"
"240","RekSai",200,11233,13,3,11,"True",16638,830,21,23116,1,0,30,14,6,"True","False",0.5667,0.6667,1417,"JUNGLE","NONE"
"241","Janna",100,4790,1,5,7,"False",6416,0,31,6341,0,0,8,8,15,"False","False",0.5333,0.4444,1174,"NONE","DUO_SUPPORT"
"242","Ezreal",200,7922,4,9,4,"False",12073,0,16,12002,0,0,133,10,8,"False","False",0.4,0.4,1282,"BOTTOM","DUO_CARRY"
"243","Fiora",200,9344,6,3,3,"True",9091,11264,16,13423,2,1,119,12,7,"False","False",0.5,0.5714,1149,"NONE","DUO_SUPPORT"
"244","Zed",100,13731,16,2,6,"True",22348,4357,45,14657,1,0,189,15,15,"False","False",0.3667,0.5,1493,"MIDDLE","DUO_CARRY"
"245","MonkeyKing",100,9666,6,4,3,"False",10592,1802,28,17065,1,0,22,11,4,"True","False",0.5667,0.2857,1450,"JUNGLE","NONE"
"246","Senna",100,7858,5,1,13,"True",10688,2407,41,6325,1,0,7,11,18,"False","False",0.4667,0.25,1176,"NONE","DUO_SUPPORT"
"247","Lulu",200,9943,1,4,24,"True",8897,2230,50,12722,0,0,21,15,26,"False","False",0.6667,0.8235,1752,"BOTTOM","DUO_SUPPORT"
"248","Alistar",200,6479,0,8,17,"False",8978,604,46,20567,0,0,31,12,27,"False","False",0.5333,0,1666,"BOTTOM","DUO_SUPPORT"
"249","Qiyana",100,12319,10,13,5,"False",17440,184,37,30031,0,0,163,15,5,"False","False",0.4,0,2100,"TOP","DUO"
"250","Rakan",200,6863,0,3,14,"False",7972,2317,64,12382,0,0,38,12,30,"False","False",0.5333,0,1602,"BOTTOM","DUO_SUPPORT"
"251","Ezreal",100,14803,7,3,9,"True",22366,8625,29,13745,5,0,235,16,8,"True","False",0.6,0.6818,1773,"BOTTOM","DUO_CARRY"
"252","Varus",200,10757,8,5,12,"True",23510,2448,15,11436,0,0,142,13,9,"False","False",0.5333,0.5,1625,"BOTTOM","DUO_CARRY"
"253","Ornn",200,14485,2,5,11,"False",21396,2721,41,51404,2,0,253,18,23,"False","False",0.5333,0.6667,2446,"TOP","SOLO"
"254","Galio",100,17246,7,9,10,"False",41088,4027,32,58780,2,0,290,18,19,"False","False",0.6333,0.5,2826,"MIDDLE","SOLO"
"255","Orianna",200,10953,6,5,3,"False",16317,164,24,16979,0,0,224,15,11,"False","False",0.5,0,1688,"MIDDLE","SOLO"
"256","LeeSin",200,15851,11,9,13,"False",34691,820,38,45830,1,0,32,17,20,"False","False",0.2667,0.3,2254,"JUNGLE","NONE"
"257","LeeSin",100,12752,11,6,11,"True",16402,1164,32,36165,1,0,32,16,18,"False","False",0.2667,0.3,1910,"JUNGLE","NONE"
"258","Hecarim",100,11509,2,10,11,"False",21584,5598,27,36612,3,0,171,15,12,"False","False",0.5667,0.6429,1795,"TOP","SOLO"
"259","Aphelios",200,10264,6,5,5,"False",11352,333,16,14802,0,0,172,12,8,"False","False",0.5667,0.7143,1491,"BOTTOM","DUO_CARRY"
"260","Syndra",200,8005,4,3,4,"True",11353,2352,17,7769,0,0,148,12,7,"False","False",0.3667,0.5,1134,"NONE","DUO_SUPPORT"
"261","Bard",100,8770,5,8,18,"False",10510,330,66,21736,0,0,33,12,37,"True","False",0.4333,0.2857,1511,"BOTTOM","DUO_SUPPORT"
"262","Varus",100,13786,8,6,8,"True",20950,6609,34,18171,3,0,216,16,10,"False","False",0.5,0.4615,1889,"BOTTOM","DUO_CARRY"
"263","Blitzcrank",100,8377,3,1,14,"True",7341,3879,44,11363,1,0,37,12,21,"True","False",0.6333,0.5,1593,"MIDDLE","DUO_SUPPORT"
"264","Nami",100,5788,1,6,5,"False",6443,712,38,10922,0,0,15,11,16,"False","False",0.5,0.5,1581,"BOTTOM","DUO_SUPPORT"
"265","Ornn",200,7835,2,7,13,"False",11865,797,15,27946,0,0,103,13,9,"False","False",0.4,0.3333,1669,"TOP","DUO_CARRY"
"266","Rumble",100,9038,3,4,7,"True",11795,1071,30,17834,0,0,156,13,11,"False","False",0.5667,0.52,1523,"MIDDLE","DUO"
"267","Rengar",200,9144,6,7,5,"False",15504,0,19,26595,0,0,35,13,4,"False","False",0.5,0.5,1523,"JUNGLE","NONE"
"268","Malphite",200,12281,7,2,8,"True",21788,3718,26,11486,2,1,213,16,8,"False","False",0.5,1,1526,"MIDDLE","SOLO"
"269","Sett",100,12755,8,7,5,"False",25240,3900,37,31874,1,0,214,15,15,"False","False",0.4667,0.375,1840,"JUNGLE","NONE"
"270","Shen",100,9063,6,3,4,"False",15265,634,14,15714,0,0,148,13,6,"True","False",0.4,0.4,1298,"TOP","SOLO"
"271","Bard",200,4739,2,4,2,"False",7215,166,35,7383,0,0,11,8,13,"False","False",0.4,0.3846,1165,"NONE","DUO_SUPPORT"
"272","Taliyah",200,8054,3,6,7,"False",18079,786,20,15885,0,0,152,12,10,"False","False",0.5333,0.4286,1366,"MIDDLE","SOLO"
"273","Nidalee",100,5379,1,8,0,"False",3567,0,11,16510,0,0,16,9,3,"False","False",0.5,0.4545,1229,"JUNGLE","NONE"
"274","Ezreal",100,9305,2,5,5,"False",18213,1061,14,17470,0,0,173,12,8,"False","False",0.4667,0.5,1688,"BOTTOM","DUO_CARRY"
"275","Camille",100,9548,2,5,4,"False",13597,2424,13,26076,1,0,183,14,8,"False","False",0.5,0,1564,"TOP","SOLO"
"276","Galio",200,9436,5,2,11,"True",14329,3016,15,17024,1,0,153,14,8,"False","False",0.6333,1,1436,"MIDDLE","SOLO"
"277","Varus",200,17738,13,5,12,"True",38087,10030,76,19307,4,1,270,17,13,"False","False",0.3667,1,2134,"MIDDLE","SOLO"
"278","Vayne",200,11546,7,5,9,"True",19710,5519,13,16810,2,1,156,13,7,"False","False",0.9,0.8889,1480,"MIDDLE","DUO"
"279","Khazix",100,12900,9,6,5,"True",16512,972,20,31594,2,0,27,16,4,"False","False",0.5667,1,1704,"JUNGLE","NONE"
"280","Blitzcrank",100,2916,0,0,4,"True",1117,1740,6,1060,0,0,11,6,4,"False","False",0.5667,0.5862,572,"NONE","DUO"
"281","Gragas",200,681,0,0,0,"False",0,0,0,0,0,0,0,1,0,"False","False",0.5,0.4286,198,"NONE","DUO"
"282","Pyke",200,8267,3,2,11,"True",7336,1348,66,12373,1,0,52,12,23,"False","False",0.5,1,1487,"BOTTOM","DUO_SUPPORT"
"283","Ezreal",200,7986,3,3,3,"True",11008,4191,7,9531,1,0,150,11,5,"False","False",0.7,0.8333,1224,"BOTTOM","DUO_CARRY"
"284","LeeSin",100,10056,3,10,3,"False",11120,935,28,33885,3,0,22,13,14,"True","False",0.7667,0.75,1766,"JUNGLE","NONE"
"285","Karma",200,4522,0,6,2,"False",4445,959,26,10407,1,0,9,10,15,"False","False",0.5667,0.5714,1323,"BOTTOM","DUO_SUPPORT"
"286","Ezreal",200,13037,10,3,8,"True",28055,7052,30,19003,2,1,180,15,10,"False","False",0.5,0.5,1669,"BOTTOM","DUO_CARRY"
"287","Qiyana",100,10094,6,8,1,"False",13521,494,32,22002,0,0,177,13,17,"False","False",0.5667,0.7143,1688,"MIDDLE","SOLO"
"288","Viktor",100,11173,5,4,7,"True",22113,4259,28,10347,2,0,200,15,11,"False","False",0.6,0.6667,1492,"MIDDLE","DUO"
"289","Jax",200,12421,8,2,9,"True",19785,8865,14,20176,4,0,188,15,6,"False","False",0.4667,0.6667,1355,"TOP","SOLO"
"290","Camille",100,18950,19,5,16,"True",49991,3358,20,55384,0,0,209,18,8,"False","False",0.5667,0.4545,2306,"TOP","SOLO"
"291","MissFortune",100,10556,2,2,7,"True",13105,6515,19,10539,2,1,200,14,10,"False","False",0.4667,0.6667,1655,"BOTTOM","DUO_CARRY"
"292","Jax",200,6160,1,5,0,"False",7059,969,5,11035,1,0,134,11,4,"False","False",0.4667,0.7143,1019,"NONE","DUO_SUPPORT"
"293","Syndra",100,9586,3,0,7,"True",10988,4703,8,4810,2,1,159,13,5,"False","False",0.5,1,1328,"BOTTOM","DUO_CARRY"
"294","Elise",200,8927,6,3,5,"False",9525,0,37,13647,0,0,24,12,4,"True","False",0.5333,0.5,1393,"JUNGLE","NONE"
"295","Kayn",200,9437,8,5,7,"True",12103,524,19,24243,1,0,18,13,7,"False","False",0.6,0.7,1334,"JUNGLE","NONE"
"296","Khazix",100,18459,16,6,12,"True",45629,4378,13,43673,2,0,242,18,9,"False","False",0.4333,0.3,2213,"JUNGLE","NONE"
"297","Leblanc",200,9979,9,2,7,"True",15812,1808,24,13497,1,0,151,13,9,"True","False",0.5333,0.6,1342,"MIDDLE","SOLO"
"298","Sion",100,12393,8,5,8,"True",24341,2474,16,27885,2,0,196,16,8,"False","False",0.6,0.7143,1511,"TOP","SOLO"
"299","Kassadin",100,8932,5,4,0,"False",11023,0,14,17288,0,0,175,13,10,"False","False",0.5667,0.5,1250,"TOP","DUO"
"300","Janna",100,5256,0,6,7,"False",5384,680,43,10596,0,0,20,10,25,"False","False",0.5,0.5,1463,"BOTTOM","DUO_SUPPORT"
"301","MissFortune",100,11943,4,5,9,"False",16887,1937,20,14909,0,0,254,15,9,"False","False",0.3333,0.3333,1779,"BOTTOM","DUO_CARRY"
"302","Varus",100,15983,11,4,3,"False",30709,4746,39,22392,2,0,266,16,16,"False","False",0.4333,0,1960,"BOTTOM","DUO_CARRY"
"303","Syndra",100,12037,7,9,4,"False",22108,509,13,16512,1,0,183,15,9,"False","False",0.5,0.75,1688,"MIDDLE","SOLO"
"304","Pyke",100,5832,2,1,5,"True",3927,2619,25,5640,1,0,22,9,12,"False","False",0.6333,1,1166,"NONE","DUO_SUPPORT"
"305","Lulu",200,8406,1,6,15,"False",4855,665,73,16706,0,0,33,13,33,"False","False",0.5333,0.5357,1880,"BOTTOM","DUO_SUPPORT"
"306","Gragas",200,9724,4,6,3,"False",15441,0,38,24001,0,0,39,13,16,"False","False",0.4667,0,1750,"JUNGLE","NONE"
"307","Vi",100,10107,6,5,3,"False",11668,0,13,21868,0,0,11,14,3,"False","False",0.5,0.5,1714,"JUNGLE","NONE"
"308","Lulu",100,6384,1,1,12,"True",2768,1544,21,5035,1,0,13,12,6,"False","False",0.3667,0.3333,1338,"BOTTOM","DUO_SUPPORT"
"309","MissFortune",100,14635,12,4,12,"True",25700,8857,46,15156,2,0,179,16,18,"False","False",0.7,0.6667,2109,"BOTTOM","DUO_CARRY"
"310","Jhin",200,11610,10,3,2,"True",15113,3737,22,8828,3,1,170,14,9,"False","False",0.6333,0.7143,1655,"BOTTOM","DUO_CARRY"
"311","Malphite",100,5541,1,2,2,"True",6135,3210,6,6836,1,0,93,9,4,"False","False",0.5667,1,796,"NONE","DUO_SUPPORT"
"312","Nautilus",100,8479,3,6,12,"True",7596,825,54,16826,0,0,28,13,31,"False","False",0.6667,1,1708,"BOTTOM","DUO_SUPPORT"
"313","Leblanc",100,7543,2,4,2,"False",11745,0,19,13541,0,0,147,12,2,"False","False",0.5,0,1415,"MIDDLE","SOLO"
"314","Syndra",200,7932,5,0,2,"True",10545,2202,16,3300,1,0,149,12,7,"False","False",0.6,1,943,"NONE","DUO_SUPPORT"
"315","Gragas",200,12444,3,7,17,"True",17429,0,55,36032,1,0,43,17,20,"False","False",0.4333,0.3333,2173,"JUNGLE","NONE"
"316","Hecarim",200,7647,3,0,2,"True",8061,7383,9,10090,3,0,123,12,6,"False","False",0.5333,0.5,905,"NONE","DUO_SUPPORT"
"317","Graves",100,18166,15,7,10,"False",38567,5197,27,29840,4,0,105,18,1,"False","False",0.6,0.5,2210,"JUNGLE","NONE"
"318","Syndra",100,7464,5,2,4,"False",11170,831,11,7640,0,0,133,11,6,"False","False",0.4667,0.5,1008,"NONE","DUO"
"319","Swain",200,9555,4,7,9,"False",16611,1556,58,28949,0,0,39,13,19,"True","False",0.5667,0,1917,"BOTTOM","DUO_SUPPORT"
"320","Graves",200,15194,14,0,4,"True",20538,9913,38,16887,7,1,71,16,6,"False","False",0.4667,0.5,1673,"JUNGLE","NONE"
"321","Syndra",200,14002,9,5,5,"False",30041,3169,23,24733,1,0,204,17,17,"False","False",0.3,0.3636,2002,"MIDDLE","SOLO"
"322","Sylas",100,6835,2,11,7,"False",8394,0,19,24628,0,0,25,10,4,"False","False",0.4333,0,1256,"JUNGLE","NONE"
"323","Trundle",100,9895,3,0,10,"True",4997,5632,16,17478,3,0,24,13,3,"False","False",0.4667,1,1325,"JUNGLE","NONE"
"324","Ashe",200,12542,8,4,6,"True",17041,6154,29,15551,1,0,146,14,9,"False","False",0.4333,1,1570,"BOTTOM","DUO_CARRY"
"325","Blitzcrank",200,7749,1,2,12,"True",5086,4838,58,12880,2,0,30,12,23,"False","False",0.3667,0.5,1657,"TOP","DUO_SUPPORT"
"326","Renekton",100,8576,4,3,1,"True",7412,1573,17,13864,1,0,163,13,11,"False","False",0.4333,0.4,1250,"TOP","DUO"
"327","LeeSin",100,15389,10,8,10,"False",26671,2578,36,38591,1,0,91,17,18,"True","False",0.6,0.6,2112,"JUNGLE","NONE"
"328","Kassadin",100,6874,2,2,4,"True",8451,811,16,16002,1,0,109,12,9,"False","False",0.5333,1,1247,"MIDDLE","SOLO"
"329","Garen",100,14166,6,8,7,"False",23119,1402,29,38805,1,0,226,16,8,"False","False",0.4,0.375,2071,"TOP","SOLO"
"330","Renekton",200,12586,5,7,7,"False",21102,4189,24,35163,0,0,197,16,11,"True","False",0.4667,0,1960,"TOP","SOLO"
"331","Fiora",100,14334,7,9,4,"False",20996,16184,23,35037,6,1,233,16,12,"False","False",0.4333,0.3333,1865,"TOP","SOLO"
"332","Camille",100,10195,10,4,8,"True",17469,258,16,17122,0,0,109,14,7,"False","False",0.4,0.4231,1422,"TOP","DUO"
"333","Trundle",200,14380,6,7,19,"True",12147,3307,36,43321,0,0,50,17,5,"False","False",0.5,1,2413,"JUNGLE","NONE"
"334","Graves",200,11915,2,8,9,"False",18141,889,30,25604,0,0,86,16,6,"False","False",0.5667,0,2059,"JUNGLE","NONE"
"335","LeeSin",200,9125,7,9,13,"False",14077,0,19,27933,0,0,9,13,14,"False","False",0.5667,0.375,1600,"JUNGLE","NONE"
"336","Karma",100,7673,5,2,3,"True",6963,3669,12,7947,1,0,123,11,6,"True","False",0.4667,1,914,"NONE","DUO_SUPPORT"
"337","Nautilus",200,4422,0,8,4,"False",4905,0,30,12248,0,0,27,9,22,"False","False",0.5,0,1251,"BOTTOM","DUO_SUPPORT"
"338","Draven",100,8208,3,5,2,"False",9032,194,9,15596,0,0,152,11,7,"False","False",0.4667,0.4615,1362,"BOTTOM","DUO_CARRY"
"339","Karthus",200,13503,8,8,8,"False",36126,0,33,31370,0,0,37,16,10,"False","False",0.3667,0,2023,"JUNGLE","NONE"
"340","Lulu",200,4184,1,0,7,"True",1056,160,21,2448,0,0,17,7,10,"False","False",0.5,1,932,"NONE","DUO_SUPPORT"
"341","Rengar",200,14035,7,6,4,"True",22907,4837,30,35833,1,0,45,16,2,"False","False",0.6,1,2047,"JUNGLE","NONE"
"342","Nasus",200,12756,10,6,7,"True",18675,3698,19,35942,3,1,147,17,12,"False","False",0.5333,0.5,2051,"TOP","SOLO"
"343","Ezreal",200,10012,5,1,2,"True",10720,3902,21,8578,2,0,171,13,10,"False","False",0.4667,1,1508,"BOTTOM","DUO_CARRY"
"344","Nami",100,7154,3,3,15,"True",6180,1701,23,7600,3,0,7,11,13,"False","False",0.6667,0.875,1298,"BOTTOM","SOLO"
"345","Alistar",200,6075,0,7,7,"False",5763,934,49,19003,0,0,29,10,26,"False","False",0.6667,0.3333,1632,"BOTTOM","DUO_SUPPORT"
"346","Skarner",100,3027,0,0,0,"False",848,0,3,3052,0,0,63,7,1,"False","False",0.6333,0.6333,651,"NONE","DUO"
"347","Nami",200,5767,0,8,9,"False",8707,510,34,18824,0,0,9,12,17,"False","False",0.6,0.5769,1777,"BOTTOM","DUO_SUPPORT"
"348","Nidalee",100,4519,0,7,2,"False",4465,0,21,15348,0,0,24,8,8,"False","False",0.5,0.1667,1075,"NONE","DUO_SUPPORT"
"349","Fiddlesticks",200,5251,1,5,0,"False",4557,794,14,8987,0,0,112,10,2,"False","False",0.3333,0.5,1119,"NONE","DUO_SUPPORT"
"350","Olaf",100,14927,7,8,8,"False",31615,1818,26,40820,1,0,255,17,13,"False","False",0.4333,0.3333,1971,"TOP","SOLO"
"351","Shyvana",100,10349,5,2,6,"True",11929,1685,15,19573,1,0,146,14,8,"False","False",0.6333,0.5,1392,"TOP","SOLO"
"352","Graves",100,5285,3,2,1,"False",5868,0,20,9230,0,0,17,8,7,"False","False",0.6333,0.5714,969,"NONE","DUO_SUPPORT"
"353","Thresh",100,5839,1,4,7,"False",2344,1033,58,12265,0,0,35,10,30,"False","False",0.5,0.6,1472,"BOTTOM","DUO_SUPPORT"
"354","Sett",100,10606,1,10,4,"False",14086,4427,25,29011,0,1,171,15,15,"False","False",0.5333,0.5,2110,"TOP","SOLO"
"355","Sett",200,4899,1,5,3,"True",3767,3381,11,9592,0,0,25,8,3,"False","False",0.5,0.5294,968,"NONE","DUO_SUPPORT"
"356","Aphelios",200,11685,6,13,3,"False",19127,9037,12,27094,3,0,178,13,8,"False","False",0.5,0.2,1601,"BOTTOM","DUO_CARRY"
"357","Jhin",200,5365,0,5,2,"False",3566,0,6,9263,0,0,114,9,4,"False","False",0.5455,0.7273,1239,"BOTTOM","DUO_CARRY"
"358","Ekko",100,10669,6,2,6,"True",13489,2328,34,23145,3,1,44,15,7,"False","False",0.5,0.3333,1670,"JUNGLE","NONE"
"359","Jhin",200,11347,7,3,14,"True",15027,4020,6,13771,2,1,143,14,3,"False","False",0.6,0.75,1520,"BOTTOM","DUO_CARRY"
"360","Rengar",100,10872,6,4,2,"False",8500,2832,21,23344,0,0,24,14,1,"False","False",0.5333,0.52,1511,"JUNGLE","NONE"
"361","Yasuo",100,11626,6,4,3,"True",11226,1850,22,21958,0,0,216,15,8,"False","False",0.5667,1,1839,"MIDDLE","SOLO"
"362","Corki",200,14473,7,5,9,"False",27971,1868,14,19663,1,0,236,17,9,"True","False",0.5333,0,1627,"MIDDLE","SOLO"
"363","Janna",200,5299,1,4,5,"False",4528,2197,20,8113,0,0,12,9,12,"False","False",0.4,0,1169,"NONE","DUO_SUPPORT"
"364","Ornn",100,4728,3,4,1,"False",6697,0,12,12010,0,0,67,10,6,"False","False",0.5667,0,950,"NONE","DUO_SUPPORT"
"365","Jayce",100,6675,2,5,5,"False",11369,502,10,13741,0,0,112,11,6,"False","False",0.4,0.3333,1213,"TOP","SOLO"
"366","Graves",100,11794,6,7,5,"False",18431,726,23,23555,0,0,50,15,10,"False","False",0.5667,0.6667,1679,"JUNGLE","NONE"
"367","Lissandra",100,5888,4,4,1,"False",5141,0,5,8265,0,0,118,10,3,"False","False",0.5667,0.75,971,"NONE","DUO"
"368","Singed",200,7340,2,4,3,"False",4098,613,12,15962,0,0,146,13,8,"False","False",0.4667,0.4815,1492,"TOP","SOLO"
"369","Varus",100,12108,5,5,11,"True",17522,5088,31,11993,1,0,211,15,14,"False","False",0.5,0.625,1666,"BOTTOM","DUO_CARRY"
"370","Irelia",100,6667,3,3,2,"True",11385,178,10,11595,0,0,142,11,6,"True","False",0.6,1,933,"NONE","DUO_SUPPORT"
"371","Renekton",200,9953,4,8,3,"False",12653,1189,20,31498,1,0,175,14,12,"False","False",0.7,0.5,1578,"TOP","SOLO"
